text,label
When is the next train from Euston?,get_arrivals
Is the Victoria line running mate?,check_status
Ticket price from Stratford to Victoria please?,get_price
Is the Piccadilly line delayed today?,check_status
Anything broken on the Underground?,disruptions
Any train coming soon at Oxford Circus?,get_arrivals
When is the next train from Green Park?,get_arrivals
"Hey, any update on Northern line?",check_status
Disruptions in the network now?,disruptions
Can I take the Central line now?,check_status
Is the Hammersmith & City line delayed today?,check_status
How long till next train from Green Park?,get_arrivals
What's the weather like?,fallback
What's the status of the Piccadilly line?,check_status
Any issues on the Jubilee line?,check_status
"Umm, Stratford to Oxford Circus — how much?",get_price
Umm... next train from Victoria please?,get_arrivals
What's causing delays on the tube?,disruptions
What's the status of the Bakerloo line?,check_status
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Any train coming soon at Green Park?,get_arrivals
What's the weather like?,fallback
How long till next train from Baker Street?,get_arrivals
Any service disruptions today?,disruptions
What time does the next service leave Paddington?,get_arrivals
Book me a cab,fallback
Is it expensive to go from Baker Street to Victoria?,get_price
How much from Oxford Circus to Liverpool Street?,get_price
Are there any strikes on?,disruptions
Sing me a song,fallback
How's the Hammersmith & City line running?,check_status
Do aliens exist?,fallback
Tell me a joke,fallback
Ticket price from Paddington to Waterloo please?,get_price
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Tube status update — issues today?,disruptions
Is the Jubilee line running mate?,check_status
Book me a cab,fallback
Is it expensive to go from Green Park to Stratford?,get_price
Any train coming soon at Liverpool Street?,get_arrivals
Can I get a haircut nearby?,fallback
Disruptions in the network now?,disruptions
Disruptions in the network now?,disruptions
Can you tell me when the train leaves Victoria?,get_arrivals
What's the status of the Bakerloo line?,check_status
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Do aliens exist?,fallback
What's causing delays on the tube?,disruptions
Can I get a haircut nearby?,fallback
Next arrival at Liverpool Street?,get_arrivals
Any issues on the Bakerloo line?,check_status
Disruptions in the network now?,disruptions
Tell me a joke,fallback
Are there any strikes on?,disruptions
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Tell me a joke,fallback
Is the Victoria line running mate?,check_status
Any service disruptions today?,disruptions
Anything broken on the Underground?,disruptions
Cost to travel from Victoria to Paddington?,get_price
Any train coming soon at Oxford Circus?,get_arrivals
Engineering works anywhere?,disruptions
Can I take the Circle line now?,check_status
Engineering works anywhere?,disruptions
What's the fare between Victoria and Baker Street?,get_price
"Umm, Green Park to Baker Street — how much?",get_price
When is the next train from Waterloo?,get_arrivals
Next arrival at Victoria?,get_arrivals
Next arrival at Waterloo?,get_arrivals
Do aliens exist?,fallback
How much from Liverpool Street to Oxford Circus?,get_price
Disruptions in the network now?,disruptions
Engineering works anywhere?,disruptions
Book me a cab,fallback
Disruptions in the network now?,disruptions
Cost to travel from Oxford Circus to Victoria?,get_price
Umm... next train from Euston please?,get_arrivals
How long till next train from Oxford Circus?,get_arrivals
Is it expensive to go from Victoria to Baker Street?,get_price
Next arrival at Liverpool Street?,get_arrivals
Is it expensive to go from Liverpool Street to Oxford Circus?,get_price
Next arrival at Waterloo?,get_arrivals
What's the status of the Circle line?,check_status
How's the Metropolitan line running?,check_status
"Hey, any update on District line?",check_status
Any service disruptions today?,disruptions
Sing me a song,fallback
How much from King's Cross to Euston?,get_price
How's the Hammersmith & City line running?,check_status
Anything broken on the Underground?,disruptions
Umm... next train from Oxford Circus please?,get_arrivals
Tell me a joke,fallback
How's the Bakerloo line running?,check_status
"Hey, what's the cost Oxford Circus to Victoria?",get_price
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Any service disruptions today?,disruptions
"Umm, Stratford to Green Park — how much?",get_price
How long till next train from Green Park?,get_arrivals
Can you tell me when the train leaves King's Cross?,get_arrivals
When is the next train from Waterloo?,get_arrivals
Any train coming soon at Victoria?,get_arrivals
When is the next train from Victoria?,get_arrivals
Can I take the Jubilee line now?,check_status
What's the fare between Victoria and Paddington?,get_price
Umm... next train from Oxford Circus please?,get_arrivals
Tube status update — issues today?,disruptions
Is the District line delayed today?,check_status
Ticket price from Green Park to Paddington please?,get_price
Any service disruptions today?,disruptions
Any issues on the Victoria line?,check_status
Is it expensive to go from Liverpool Street to Green Park?,get_price
Any train coming soon at Paddington?,get_arrivals
"Hey, any update on Hammersmith & City line?",check_status
Is the Piccadilly line running mate?,check_status
How tall is Big Ben?,fallback
How much from Waterloo to Baker Street?,get_price
Any service disruptions today?,disruptions
Order me a pizza,fallback
Is the Victoria line running mate?,check_status
Any service disruptions today?,disruptions
Engineering works anywhere?,disruptions
How long till next train from King's Cross?,get_arrivals
What time does the next service leave Baker Street?,get_arrivals
Anything broken on the Underground?,disruptions
Can you tell me when the train leaves Oxford Circus?,get_arrivals
Order me a pizza,fallback
Any train coming soon at Oxford Circus?,get_arrivals
Can I take the Victoria line now?,check_status
What's causing delays on the tube?,disruptions
Tube status update — issues today?,disruptions
What's the fare between Waterloo and Victoria?,get_price
"Umm, Euston to Liverpool Street — how much?",get_price
Can I get a haircut nearby?,fallback
Do aliens exist?,fallback
Sing me a song,fallback
What time does the next service leave Oxford Circus?,get_arrivals
What time does the next service leave Stratford?,get_arrivals
Order me a pizza,fallback
Can I get a haircut nearby?,fallback
Sing me a song,fallback
Do aliens exist?,fallback
Next arrival at Paddington?,get_arrivals
Umm... next train from Victoria please?,get_arrivals
Any train coming soon at Liverpool Street?,get_arrivals
Any train coming soon at King's Cross?,get_arrivals
What's the weather like?,fallback
How's the Central line running?,check_status
Cost to travel from Waterloo to Liverpool Street?,get_price
Can I get a haircut nearby?,fallback
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Any train coming soon at Baker Street?,get_arrivals
Is it expensive to go from Euston to King's Cross?,get_price
Is it expensive to go from Green Park to Paddington?,get_price
Is the District line running mate?,check_status
Anything broken on the Underground?,disruptions
Disruptions in the network now?,disruptions
Any issues on the Hammersmith & City line?,check_status
Cost to travel from Euston to Oxford Circus?,get_price
Umm... next train from Baker Street please?,get_arrivals
Any issues on the Jubilee line?,check_status
What's the status of the District line?,check_status
How much from Paddington to Baker Street?,get_price
Any train coming soon at Baker Street?,get_arrivals
What time does the next service leave Paddington?,get_arrivals
Do aliens exist?,fallback
How's the District line running?,check_status
Book me a cab,fallback
Can you tell me when the train leaves Stratford?,get_arrivals
Anything broken on the Underground?,disruptions
"Umm, Paddington to Euston — how much?",get_price
Any service disruptions today?,disruptions
Next arrival at Euston?,get_arrivals
Cost to travel from Victoria to Green Park?,get_price
Any issues on the Jubilee line?,check_status
Engineering works anywhere?,disruptions
Cost to travel from Oxford Circus to Victoria?,get_price
Can I get a haircut nearby?,fallback
Is the District line running mate?,check_status
"Hey, what's the cost Oxford Circus to Victoria?",get_price
How tall is Big Ben?,fallback
What time does the next service leave Green Park?,get_arrivals
"Umm, Baker Street to Liverpool Street — how much?",get_price
"Hey, any update on Piccadilly line?",check_status
Engineering works anywhere?,disruptions
How long till next train from Liverpool Street?,get_arrivals
Tell me a joke,fallback
When is the next train from Liverpool Street?,get_arrivals
Do aliens exist?,fallback
Anything broken on the Underground?,disruptions
What time does the next service leave Paddington?,get_arrivals
